"ID","URL","PDF","Country","Province","Date","Completion","Trial status","Design","Blinding","Arms","COVID-19 status","Severity","Patient setting","Outcome","Treatment","Size"
"NCT04371822","https://ClinicalTrials.gov/show/NCT04371822",NA,"Egypt","Cairo","2020-May","2020-Jun","Not Recruiting","Non-Randomised","Open-Label",3,NA,NA,"Healthy Unexposed, ICU","Mortality, ICU Admission, C-Reactive Protein, Ferritin, IL-1, IL-6, Tumor Necrosis Factor (Any), Interferon (Any), Lymphocyte Count, Erythrocyte Sedimentation Rate, D-Dimer","Other",56
"NCT04363827","https://ClinicalTrials.gov/show/NCT04363827",NA,"Italy","Rome","2020-Apr","2020-Sep","Not Recruiting","Randomised","Open-Label",2,NA,NA,"Healthy Exposed, Outpatient","Adverse Events, Quality of Life","HCQ, SOC",2300
"NCT04364802","https://ClinicalTrials.gov/show/NCT04364802",NA,"United States","Kentucky","2020-Apr","2021-May","Recruiting","Non-Randomised","Open-Label",2,NA,NA,"Healthcare Workers, Hospital",NA,"Hygiene, SOC",250
"NCT04386616","https://ClinicalTrials.gov/show/NCT04386616",NA,"United States","California","2020-May","2020-Sep","Recruiting","Randomised","Double",4,"Confirmed","Severe","Hospital","Mortality, ICU Admission, Hospital Discharge, Clinical Improvement Score (Any), Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Fever, Adverse Events, Blood Pressure, Heart Rate, ECG, SpO2, Respiratory Rate, Radiographic Findings, Hypoxemia, Cardiac Outcome (Unspecified)","mAb, Other, SOC",300
"NCT04386616","https://ClinicalTrials.gov/show/NCT04386616",NA,"United States","Florida","2020-May","2020-Sep","Recruiting","Randomised","Double",4,"Confirmed","Severe","Hospital","Mortality, ICU Admission, Hospital Discharge, Clinical Improvement Score (Any), Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Fever, Adverse Events, Blood Pressure, Heart Rate, ECG, SpO2, Respiratory Rate, Radiographic Findings, Hypoxemia, Cardiac Outcome (Unspecified)","mAb, Other, SOC",300
"NCT04386616","https://ClinicalTrials.gov/show/NCT04386616",NA,"United States","Louisiana","2020-May","2020-Sep","Recruiting","Randomised","Double",4,"Confirmed","Severe","Hospital","Mortality, ICU Admission, Hospital Discharge, Clinical Improvement Score (Any), Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Fever, Adverse Events, Blood Pressure, Heart Rate, ECG, SpO2, Respiratory Rate, Radiographic Findings, Hypoxemia, Cardiac Outcome (Unspecified)","mAb, Other, SOC",300
"NCT04386616","https://ClinicalTrials.gov/show/NCT04386616",NA,"United States","Michigan","2020-May","2020-Sep","Recruiting","Randomised","Double",4,"Confirmed","Severe","Hospital","Mortality, ICU Admission, Hospital Discharge, Clinical Improvement Score (Any), Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Fever, Adverse Events, Blood Pressure, Heart Rate, ECG, SpO2, Respiratory Rate, Radiographic Findings, Hypoxemia, Cardiac Outcome (Unspecified)","mAb, Other, SOC",300
"NCT04386616","https://ClinicalTrials.gov/show/NCT04386616",NA,"United States","Nevada","2020-May","2020-Sep","Recruiting","Randomised","Double",4,"Confirmed","Severe","Hospital","Mortality, ICU Admission, Hospital Discharge, Clinical Improvement Score (Any), Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Fever, Adverse Events, Blood Pressure, Heart Rate, ECG, SpO2, Respiratory Rate, Radiographic Findings, Hypoxemia, Cardiac Outcome (Unspecified)","mAb, Other, SOC",300
"NCT04386616","https://ClinicalTrials.gov/show/NCT04386616",NA,"United States","New Jersey","2020-May","2020-Sep","Recruiting","Randomised","Double",4,"Confirmed","Severe","Hospital","Mortality, ICU Admission, Hospital Discharge, Clinical Improvement Score (Any), Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Fever, Adverse Events, Blood Pressure, Heart Rate, ECG, SpO2, Respiratory Rate, Radiographic Findings, Hypoxemia, Cardiac Outcome (Unspecified)","mAb, Other, SOC",300
"NCT04386616","https://ClinicalTrials.gov/show/NCT04386616",NA,"United States","New York","2020-May","2020-Sep","Recruiting","Randomised","Double",4,"Confirmed","Severe","Hospital","Mortality, ICU Admission, Hospital Discharge, Clinical Improvement Score (Any), Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Fever, Adverse Events, Blood Pressure, Heart Rate, ECG, SpO2, Respiratory Rate, Radiographic Findings, Hypoxemia, Cardiac Outcome (Unspecified)","mAb, Other, SOC",300
"NCT04386616","https://ClinicalTrials.gov/show/NCT04386616",NA,"United States","Ohio","2020-May","2020-Sep","Recruiting","Randomised","Double",4,"Confirmed","Severe","Hospital","Mortality, ICU Admission, Hospital Discharge, Clinical Improvement Score (Any), Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Fever, Adverse Events, Blood Pressure, Heart Rate, ECG, SpO2, Respiratory Rate, Radiographic Findings, Hypoxemia, Cardiac Outcome (Unspecified)","mAb, Other, SOC",300
"NCT04386616","https://ClinicalTrials.gov/show/NCT04386616",NA,"United States","Pennsylvania","2020-May","2020-Sep","Recruiting","Randomised","Double",4,"Confirmed","Severe","Hospital","Mortality, ICU Admission, Hospital Discharge, Clinical Improvement Score (Any), Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Fever, Adverse Events, Blood Pressure, Heart Rate, ECG, SpO2, Respiratory Rate, Radiographic Findings, Hypoxemia, Cardiac Outcome (Unspecified)","mAb, Other, SOC",300
"NCT04386616","https://ClinicalTrials.gov/show/NCT04386616",NA,"United States","Texas","2020-May","2020-Sep","Recruiting","Randomised","Double",4,"Confirmed","Severe","Hospital","Mortality, ICU Admission, Hospital Discharge, Clinical Improvement Score (Any), Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Fever, Adverse Events, Blood Pressure, Heart Rate, ECG, SpO2, Respiratory Rate, Radiographic Findings, Hypoxemia, Cardiac Outcome (Unspecified)","mAb, Other, SOC",300
"NCT04386616","https://ClinicalTrials.gov/show/NCT04386616",NA,"United States","Virginia","2020-May","2020-Sep","Recruiting","Randomised","Double",4,"Confirmed","Severe","Hospital","Mortality, ICU Admission, Hospital Discharge, Clinical Improvement Score (Any), Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Fever, Adverse Events, Blood Pressure, Heart Rate, ECG, SpO2, Respiratory Rate, Radiographic Findings, Hypoxemia, Cardiac Outcome (Unspecified)","mAb, Other, SOC",300
"NCT04386616","https://ClinicalTrials.gov/show/NCT04386616",NA,"United States","Washington","2020-May","2020-Sep","Recruiting","Randomised","Double",4,"Confirmed","Severe","Hospital","Mortality, ICU Admission, Hospital Discharge, Clinical Improvement Score (Any), Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Fever, Adverse Events, Blood Pressure, Heart Rate, ECG, SpO2, Respiratory Rate, Radiographic Findings, Hypoxemia, Cardiac Outcome (Unspecified)","mAb, Other, SOC",300
"NCT04382586","https://ClinicalTrials.gov/show/NCT04382586",NA,"United States","Illinois","2020-May","2020-Jul","Not Recruiting","Randomised","Double",3,"Confirmed","Severe","Hospital, ICU","Mortality, Hospitalization, Hospital Discharge, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, PaO2-FiO2","Other, SOC",52
"NCT04382586","https://ClinicalTrials.gov/show/NCT04382586",NA,"United States","Massachusetts","2020-May","2020-Jul","Not Recruiting","Randomised","Double",3,"Confirmed","Severe","Hospital, ICU","Mortality, Hospitalization, Hospital Discharge, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, PaO2-FiO2","Other, SOC",52
"NCT04382586","https://ClinicalTrials.gov/show/NCT04382586",NA,"United States","New Jersey","2020-May","2020-Jul","Not Recruiting","Randomised","Double",3,"Confirmed","Severe","Hospital, ICU","Mortality, Hospitalization, Hospital Discharge, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, PaO2-FiO2","Other, SOC",52
"NCT04382586","https://ClinicalTrials.gov/show/NCT04382586",NA,"United States","Wisconsin","2020-May","2020-Jul","Not Recruiting","Randomised","Double",3,"Confirmed","Severe","Hospital, ICU","Mortality, Hospitalization, Hospital Discharge, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, PaO2-FiO2","Other, SOC",52
"NCT04392778","https://ClinicalTrials.gov/show/NCT04392778",NA,"Turkey","Istanbul","2020-May","2020-Jul","Recruiting","Randomised","Quadruple",2,"Confirmed","Severe","ICU","Clinical Improvement Score (Any)","SOC, Stem cells",30
"CHICTR2000029956","http://www.chictr.org.cn/showproj.aspx?proj=49618",NA,"China","Sichuan","2020-Feb","2020-Jul","Not Recruiting","Randomised","Unspecified",2,"Resolved",NA,"Resolved Discharged","Cough, Fever, Dyspnea, Other Mild Symptoms, Quality of Life, Depression, Anxiety, Distress","SOC, TCM",120
"CTRI/2020/04/024729","http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=42933",NA,"India","New Delhi","2020-Apr",NA,"Not Recruiting","Randomised","Open-Label",NA,"Confirmed","None","Unclear",NA,"HCQ, SOC",60
"NCT04303507","https://ClinicalTrials.gov/show/NCT04303507",NA,"Thailand","Nan","2020-Mar","2021-Apr","Recruiting","Randomised","Double",2,"Healthy (Exposed)","Healthy","Healthcare Workers","Viral Load or Clearance, Pneumonia or ARDS","HCQ, SOC",40000
"NCT04331600","https://ClinicalTrials.gov/show/NCT04331600",NA,"Poland","Warsaw","2020-Apr","2020-Sep","Recruiting","Randomised","Open-Label",2,"Confirmed",NA,"Outpatient","Mortality, Hospitalization, Clinical Improvement Score (Any), Pneumonia or ARDS, Serious or Seconday Infections","HCQ, SOC",400
"NCT04394442","https://ClinicalTrials.gov/show/NCT04394442",NA,"Saudi Arabia","Riyadh","2020-May","2020-Aug","Recruiting","Randomised","Open-Label",2,"Confirmed","Unclear","Hospital","Mortality, Viral Load or Clearance, Invasive Mechanical Ventilation or ECMO","HCQ, SOC",200
"NCT04329611","https://ClinicalTrials.gov/show/NCT04329611",NA,"Canada","Alberta","2020-Apr","2020-Aug","Recruiting","Single-Arm","Triple",1,"Confirmed",NA,"Outpatient","Mortality, Hospitalization, Viral Load or Clearance, Invasive Mechanical Ventilation or ECMO","HCQ, SOC",1660
"NCT04389359","https://ClinicalTrials.gov/show/NCT04389359",NA,"United Kingdom","Cambridgeshire","2020-May","2021-Aug","Not Recruiting","Randomised","Open-Label",2,"Healthy","None","Healthy Unexposed","Mortality","HCQ, SOC",1500
"NCT04385264","https://ClinicalTrials.gov/show/NCT04385264",NA,"Switzerland","Vaud","2020-May","2020-Aug","Not Recruiting","Randomised","Quadruple",2,"Confirmed","Unclear","Outpatient","Pneumonia or ARDS, Adverse Events, Distress","HCQ, SOC",800
"NCT04379492","https://ClinicalTrials.gov/show/NCT04379492",NA,"United States","New York","2020-May","2021-May","Recruiting","Randomised","Double",2,"Confirmed","Unclear","Hospital","Clinical Improvement Score (Any), Invasive Mechanical Ventilation or ECMO","HCQ, SOC",120
"NCT04384380","https://ClinicalTrials.gov/show/NCT04384380",NA,"Taiwan","Taoyuan","2020-May","2020-Jun","Recruiting","Randomised","Open-Label",2,"Confirmed","Mild/Moderate","Unclear","Adverse Events, Radiographic Findings","HCQ, SOC",45
"NCT04384458","https://ClinicalTrials.gov/show/NCT04384458",NA,"Brazil","Brasilia","2020-May","2020-Oct","Not Recruiting","Non-Randomised","Open-Label",2,"Healthy","Healthy","Healthcare Workers","Adverse Events, Heart Rate, ECG, Cardiac Outcome (Unspecified)","HCQ, SOC",400
"NCT04382625","https://ClinicalTrials.gov/show/NCT04382625",NA,"United States","Idaho","2020-May","2022-Jan","Not Recruiting","Randomised","Open-Label",2,"Confirmed","Moderate","Hospital","Mortality, ICU Admission, Hospitalization, Invasive Mechanical Ventilation or ECMO, Cardiac Outcome (Unspecified)","HCQ, SOC",120
"NCT04374942","https://ClinicalTrials.gov/show/NCT04374942",NA,"Canada","Ontario","2020-May","2020-Aug","Recruiting","Randomised","Quadruple",2,NA,NA,"Healthcare Workers","Mortality, Hospitalization, Viral Load or Clearance, Labor Absenteeism, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Other Mild Symptoms, Adverse Events, Quality of Life, Distress","HCQ, SOC",988
"NCT04370015","https://ClinicalTrials.gov/show/NCT04370015",NA,"Pakistan","Punjab","2020-Apr","2020-Jun","Not Recruiting","Randomised","Quadruple",2,NA,NA,"Healthcare Workers","Labor Absenteeism, Adverse Events","HCQ, SOC",374
"NCT04364815","https://ClinicalTrials.gov/show/NCT04364815",NA,"Philippines","Quezon","2020-Apr","2021-May","Not Recruiting","Randomised","Double",2,NA,NA,"Healthcare Workers",NA,"HCQ, SOC",960
"NCT04333225","https://ClinicalTrials.gov/show/NCT04333225",NA,"United States","Texas","2020-Apr","2020-Jul","Not Recruiting","Non-Randomised","Open-Label",2,"Exposed","Healthy","Healthcare Workers","Viral Load or Clearance, Pneumonia or ARDS, Cough, Fever, Dyspnea, C-Reactive Protein, IL-6, Tumor Necrosis Factor (Any), Radiographic Findings","HCQ, SOC",228
"CHICTR2000031174","http://www.chictr.org.cn/showproj.aspx?proj=51437",NA,"China","Shanghai","2020-Mar","2020-Sep","Not Recruiting","Single-Arm","Unspecified",1,"Healthy",NA,"Healthy Unexposed",NA,"HCQ, SOC",1000
"NCT04369742","https://ClinicalTrials.gov/show/NCT04369742",NA,"United States","New York","2020-Apr","2020-Jun","Recruiting","Randomised","Double",2,NA,NA,"Hospital","Mortality, ICU Admission, Invasive Mechanical Ventilation or ECMO, Fever, C-Reactive Protein, IL-6, Platelet Count, Hemoglobin, ALT, AST, Bilirubin, Glucose, LDH","HCQ, SOC",626
"NCT04308668","https://ClinicalTrials.gov/show/NCT04308668",NA,"United States","Minnesota","2020-Mar","2020-May","Recruiting","Randomised","Quadruple",2,"Mixed","Mixed","Healthy Exposed, Healthcare Workers, Outpatient","Mortality, ICU Admission, Hospitalization, Hospital Discharge, Clinical Improvement Score (Any), Viral Load or Clearance, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Adverse Events, Treatment-emergent Adverse Events, Serious Adverse Events, PaO2-FiO2, Blood pH","HCQ, SOC",3000
"NCT04308668","https://ClinicalTrials.gov/show/NCT04308668",NA,"United States","New York","2020-Mar","2020-May","Recruiting","Randomised","Quadruple",2,"Mixed","Mixed","Healthy Exposed, Healthcare Workers, Outpatient","Mortality, ICU Admission, Hospitalization, Hospital Discharge, Clinical Improvement Score (Any), Viral Load or Clearance, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Adverse Events, Treatment-emergent Adverse Events, Serious Adverse Events, PaO2-FiO2, Blood pH","HCQ, SOC",3000
"NCT04308668","https://ClinicalTrials.gov/show/NCT04308668",NA,"Canada","Alberta","2020-Mar","2020-May","Recruiting","Randomised","Quadruple",2,"Mixed","Mixed","Healthy Exposed, Healthcare Workers, Outpatient","Mortality, ICU Admission, Hospitalization, Hospital Discharge, Clinical Improvement Score (Any), Viral Load or Clearance, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Adverse Events, Treatment-emergent Adverse Events, Serious Adverse Events, PaO2-FiO2, Blood pH","HCQ, SOC",3000
"NCT04308668","https://ClinicalTrials.gov/show/NCT04308668",NA,"Canada","Manitoba","2020-Mar","2020-May","Recruiting","Randomised","Quadruple",2,"Mixed","Mixed","Healthy Exposed, Healthcare Workers, Outpatient","Mortality, ICU Admission, Hospitalization, Hospital Discharge, Clinical Improvement Score (Any), Viral Load or Clearance, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Adverse Events, Treatment-emergent Adverse Events, Serious Adverse Events, PaO2-FiO2, Blood pH","HCQ, SOC",3000
"NCT04308668","https://ClinicalTrials.gov/show/NCT04308668",NA,"Canada","Quebec","2020-Mar","2020-May","Recruiting","Randomised","Quadruple",2,"Mixed","Mixed","Healthy Exposed, Healthcare Workers, Outpatient","Mortality, ICU Admission, Hospitalization, Hospital Discharge, Clinical Improvement Score (Any), Viral Load or Clearance, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Adverse Events, Treatment-emergent Adverse Events, Serious Adverse Events, PaO2-FiO2, Blood pH","HCQ, SOC",3000
"NCT04363450","https://ClinicalTrials.gov/show/NCT04363450",NA,"United States","Louisiana","2020-Apr","2020-Jul","Recruiting","Randomised","Quadruple",2,NA,NA,"Healthcare Workers","Labor Absenteeism","HCQ, SOC",1700
"CHICTR2000032487","http://www.chictr.org.cn/showproj.aspx?proj=52394",NA,"China","Shanghai","2020-Apr","2020-Sep","Not Recruiting","Randomised","Unspecified",2,NA,NA,"Healthy Unexposed","Antibodies","HCQ, SOC",2000
"NCT04353271","https://ClinicalTrials.gov/show/NCT04353271",NA,"United States","Alabama","2020-Apr","2020-Jul","Not Recruiting","Randomised","Quadruple",2,NA,NA,"Outpatient","Mortality, Hospitalization, Clinical Improvement Score (Any), Viral Load or Clearance, Anti SARS-COV-2 Titers, Antibodies","HCQ, SOC",58
"NCT04318444","https://ClinicalTrials.gov/show/NCT04318444",NA,"United States","New York","2020-Mar","2021-Mar","Recruiting","Randomised","Quadruple",2,"Healthy (Exposed)","Healthy","Healthy Exposed","Viral Load or Clearance","HCQ, SOC",1600
"NCT04315896","https://ClinicalTrials.gov/show/NCT04315896",NA,"Mexico","Mexico","2020-Mar","2020-Oct","Recruiting","Randomised","Quadruple",2,"Confirmed","Severe","Hospital","Mortality, Hospitalization, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Adverse Events","HCQ, SOC",500
"NCT04318015","https://ClinicalTrials.gov/show/NCT04318015",NA,"Mexico","Mexico","2020-Mar","2020-Dec","Recruiting","Randomised","Quadruple",2,"Healthy (Exposed)","Healthy","Healthcare Workers","Viral Load or Clearance, Labor Absenteeism, Pneumonia or ARDS, Cough, Fever, Dyspnea, Other Mild Symptoms","HCQ, SOC",400
"NCT04323631","https://ClinicalTrials.gov/show/NCT04323631",NA,"Israel","Haifa","2020-Mar","2020-Dec","Not Recruiting","Randomised","Open-Label",2,"Confirmed","Mixed","Unclear","Mortality, Serious or Seconday Infections","HCQ, SOC",1116
"2020-001257-51","https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001257-51/DK/",NA,"Denmark","Copenhagen","2020-Mar",NA,"Recruiting","Randomised","Open-Label",2,NA,NA,"Hospital","Mortality, ICU Admission, Hospitalization, Clinical Improvement Score (Any), Viral Load or Clearance, Invasive Mechanical Ventilation or ECMO","HCQ, SOC",NA
"2020-001697-30","https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001697-30/ES/",NA,"Spain","Madrid","2020-May",NA,"Recruiting","Randomised","Open-Label",2,"Healthy","None","Healthcare Workers","ICU Admission, Pneumonia or ARDS, Cough, Fever, Other Mild Symptoms, ECG","HCQ, SOC",NA
"2020-001441-39","https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001441-39/GB/",NA,"United Kingdom","London","2020-Apr",NA,"Recruiting","Randomised","Double",2,"Healthy","None","Healthcare Workers",NA,"HCQ, SOC",40000
"2020-001704-42","https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001704-42/ES/",NA,"Spain","Madrid","2020-May",NA,"Recruiting","Randomised","Double",2,"Healthy","None","Healthcare Workers",NA,"HCQ, SOC",NA
"2020-002287-31","https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-002287-31/ES/",NA,"Spain","Madrid","2020-May",NA,"Recruiting","Randomised","Unspecified",2,"Healthy","None","Healthy Unexposed","Mortality, Cough, Fever, Dyspnea, Other Mild Symptoms","HCQ, SOC",1930
"IRCT20200405046958N1","http://en.irct.ir/trial/46946",NA,"Iran","Tehran","2020-Apr","2020-Jun","Recruiting","Randomised","Triple",2,NA,NA,"Healthy Unexposed","Viral Load or Clearance","HCQ, SOC",60
"IRCT20190122042450N4","http://en.irct.ir/trial/47090",NA,"Iran","Tehran","2020-Apr","2020-Jun","Recruiting","Randomised","Open-Label",2,NA,NA,"Healthy Exposed","Viral Load or Clearance, Radiographic Findings","HCQ, SOC",1000
"NCT04346329","https://clinicaltrials.gov/show/NCT04346329",NA,"Colombia","Bogota","2020-Oct",NA,"Not Recruiting","Randomised","Double",1,NA,NA,"Healthcare Workers","Clinical Improvement Score (Any), Viral Load or Clearance, Adverse Events","HCQ, SOC",86
"ACTRN12620000457943","https://anzctr.org.au/ACTRN12620000457943.aspx",NA,"New Zealand","Wellington","2020-Aug",NA,"Not Recruiting","Randomised","Double",NA,NA,NA,"Outpatient","Mortality, Clinical Improvement Score (Any), Fever, Adverse Events","HCQ, SOC",70
"ACTRN12620000501943","https://anzctr.org.au/ACTRN12620000501943.aspx",NA,"Australia","Canberra","2020-Apr",NA,"Not Recruiting","Randomised","Unspecified",NA,"Healthy","Healthy","Healthcare Workers",NA,"HCQ, SOC",2250
"NCT04352946","https://clinicaltrials.gov/show/NCT04352946",NA,"United States","Washington, Dc","2020-Apr",NA,"Not Recruiting","Randomised","Quadruple",1,NA,NA,"Healthcare Workers","Mortality, Hospitalization, Viral Load or Clearance, Labor Absenteeism, Adverse Events, Anti SARS-COV-2 Titers","HCQ, SOC",374
"ACTRN12620000566932","https://anzctr.org.au/ACTRN12620000566932.aspx",NA,"Australia","Canberra","2020-May",NA,"Not Recruiting","Randomised","Unspecified",NA,"Confirmed Or Suspected","Unclear","Hospital","Mortality","HCQ, SOC",3000
"CTRI/2020/05/025067","http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=43019",NA,"India","New Delhi","2020-Jun",NA,"Not Recruiting","Randomised","Open-Label",NA,"Healthy (Exposed)","None","Healthcare Workers",NA,"HCQ, SOC",10990
"CTRI/2020/05/025022","http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=43183",NA,"India","New Delhi","2020-May",NA,"Not Recruiting","Randomised","Open-Label",NA,"Confirmed","Mild","Unclear",NA,"HCQ, SOC",166
"ISRCTN88057279","http://isrctn.com/ISRCTN88057279",NA,"United Kingdom","London","2020-May",NA,"Recruiting","Randomised","Open-Label",NA,"Healthy","None","Hospital",NA,"HCQ, SOC",500
"ISRCTN86534580","http://isrctn.com/ISRCTN86534580",NA,"United Kingdom","London","2020-Mar",NA,"Recruiting","Randomised","Unspecified",NA,"Suspected",NA,"Outpatient","Mortality, ICU Admission, Hospitalization, Viral Load or Clearance, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO","HCQ, SOC",3000
"NCT04316377","https://ClinicalTrials.gov/show/NCT04316377",NA,"Norway","Oslo","2020-Mar","2021-Apr","Recruiting","Randomised","Open-Label",2,"Confirmed","Mixed","Hospital","Mortality, ICU Admission, Hospitalization, Clinical Improvement Score (Any), Viral Load or Clearance","HCQ, SOC",202
"CHICTR2000029868","http://www.chictr.org.cn/showproj.aspx?proj=49524",NA,"China","Shanghai","2020-Feb","2020-Jun","Completed","Randomised","Open-Label",2,"Confirmed","Mixed","Unclear","Viral Load or Clearance, Adverse Events","HCQ, SOC",360
"2020-001010-38","https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001010-38/NO/",NA,"Norway","Oslo","2020-Mar",NA,"Recruiting","Randomised","Open-Label",2,"Confirmed","Mixed","Hospital","Mortality, ICU Admission, Hospitalization, Clinical Improvement Score (Any), Viral Load or Clearance, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO","HCQ, SOC",NA
"NCT04324463","https://ClinicalTrials.gov/show/NCT04324463",NA,"Canada","Ontario","2020-Mar","2020-Sep","Recruiting","Randomised","Open-Label",3,"Confirmed",NA,"Outpatient, Hospital","Mortality, ICU Admission, Hospitalization, Invasive Mechanical Ventilation or ECMO","HCQ + AZT, SOC",1500
"NCT04354597","https://ClinicalTrials.gov/show/NCT04354597",NA,"Jordan","Amman","2020-Apr","2020-Aug","Not Recruiting","Randomised","Open-Label",2,NA,NA,"Healthcare Workers","Mortality, ICU Admission, Viral Load or Clearance, Non-invasive Ventilation, Adverse Events","HCQ + AZT, SOC",200
"NCT04374552","https://ClinicalTrials.gov/show/NCT04374552",NA,"United States","New Jersey","2020-May","2020-Nov","Not Recruiting","Randomised","Quadruple",2,"Confirmed","None","Unclear","Viral Load or Clearance","HCQ + AZT, SOC",140
"NCT04365231","https://ClinicalTrials.gov/show/NCT04365231",NA,"France","Paris","2020-Apr","2020-Jun","Not Recruiting","Randomised","Open-Label",2,NA,NA,"Outpatient","ICU Admission, Hospitalization","HCQ + AZT, SOC",50
"NCT04392973","https://ClinicalTrials.gov/show/NCT04392973",NA,"Saudi Arabia","Riyadh","2020-May","2021-Nov","Not Recruiting","Randomised","Open-Label",2,"Confirmed","Moderate/Severe","Hospital","Clinical Improvement Score (Any)","HCQ + FPV, SOC",520
"2020-001644-25","https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001644-25/ES/",NA,"France","Paris","2020-May",NA,"Recruiting","Randomised","Open-Label",4,"Confirmed","Severe","ICU","Mortality, ICU Admission, Hospitalization, Hospital Discharge, Invasive Mechanical Ventilation or ECMO, Organ Failure or Dysfunction (SOFA), Adverse Events, Treatment-emergent Adverse Events, Serious Adverse Events, C-Reactive Protein, Ferritin, Lymphocyte Count, PaO2-FiO2","Acalabrutinib, SOC",260
"2020-001644-25","https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001644-25/ES/",NA,"Italy","Rome","2020-May",NA,"Recruiting","Randomised","Open-Label",4,"Confirmed","Severe","ICU","Mortality, ICU Admission, Hospitalization, Hospital Discharge, Invasive Mechanical Ventilation or ECMO, Organ Failure or Dysfunction (SOFA), Adverse Events, Treatment-emergent Adverse Events, Serious Adverse Events, C-Reactive Protein, Ferritin, Lymphocyte Count, PaO2-FiO2","Acalabrutinib, SOC",260
"2020-001644-25","https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001644-25/ES/",NA,"Spain","Madrid","2020-May",NA,"Recruiting","Randomised","Open-Label",4,"Confirmed","Severe","ICU","Mortality, ICU Admission, Hospitalization, Hospital Discharge, Invasive Mechanical Ventilation or ECMO, Organ Failure or Dysfunction (SOFA), Adverse Events, Treatment-emergent Adverse Events, Serious Adverse Events, C-Reactive Protein, Ferritin, Lymphocyte Count, PaO2-FiO2","Acalabrutinib, SOC",260
"2020-001644-25","https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001644-25/ES/",NA,"United States","Washington, Dc","2020-May",NA,"Recruiting","Randomised","Open-Label",4,"Confirmed","Severe","ICU","Mortality, ICU Admission, Hospitalization, Hospital Discharge, Invasive Mechanical Ventilation or ECMO, Organ Failure or Dysfunction (SOFA), Adverse Events, Treatment-emergent Adverse Events, Serious Adverse Events, C-Reactive Protein, Ferritin, Lymphocyte Count, PaO2-FiO2","Acalabrutinib, SOC",260
"NCT04355429","https://ClinicalTrials.gov/show/NCT04355429",NA,"France","Paris","2020-Apr","2020-Jul","Not Recruiting","Randomised","Open-Label",2,NA,NA,"Hospital","Mortality, Invasive Mechanical Ventilation or ECMO","ACEi, SOC",230
"IRCT20140907019073N4","http://en.irct.ir/trial/46736",NA,"Iran","Fars","2020-Mar","2020-Jul","Recruiting","Randomised","Double",2,"Suspected",NA,"Hospital","Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Cough, Fever, Dyspnea, Other Mild Symptoms, C-Reactive Protein","Alternative therapy, SOC",60
"IRCT20200413047053N1","http://en.irct.ir/trial/47139",NA,"Iran","Tehran","2020-Apr","2020-Jul","Recruiting","Randomised","Double",3,NA,NA,"Outpatient","C-Reactive Protein","Alternative therapy, SOC",60
"CTRI/2020/05/025166","http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=43553",NA,"India","New Delhi","2020-May",NA,"Not Recruiting","Randomised","Open-Label",NA,"Healthy","None","Healthy Unexposed",NA,"Alternative therapy, SOC",1200
